ID,Category,lat,lng,xIndex,yIndex
4b7b884ff964a5207d662fe3,Ramen /  Noodle House,35.71558112,139.8003173,113,149
4b5c7671f964a520083129e3,Ramen /  Noodle House,35.69312098,139.6994475,101,103
4ba88a28f964a52028df39e3,Ramen /  Noodle House,35.70918971,139.7738218,110,137
4f534895e4b006151584808a,Restaurant,35.62721384,139.7143219,64,110
4b72c558f964a520d2872de3,Japanese Restaurant,35.65250591,139.5446062,78,33
4df7423e483b96f73159a256,Japanese Restaurant,35.598386,139.666957,48,88
4c0cdca798102d7fd838e106,Ramen /  Noodle House,35.75254206,139.5457797,134,33
4bc8508214d79521afc768e9,Japanese Restaurant,35.69244786,139.7716767,101,136
4d1a7b6f02a66dcb3d806065,Ramen /  Noodle House,35.550367,139.788622,22,144
4c1b7f37b4e62d7fec6dd993,Ramen /  Noodle House,35.73387649,139.7386587,124,121
4c0cc41398102d7f001ae106,Ramen /  Noodle House,35.62536139,139.7238958,63,114
4b8c3669f964a52068c432e3,Restaurant,35.73115924,139.7295177,122,117
4bbd20d3a8cf76b0d977b1fd,French Restaurant,35.65945149,139.7284829,82,116
4f4ee6c06b74573a2d99f6ea,Ramen /  Noodle House,35.68607583,139.7760057,97,138
4b6113c2f964a520de082ae3,Ramen /  Noodle House,35.679792,139.777502,94,139
4b581fe9f964a5209d4b28e3,Chinese Restaurant,35.644101,139.670306,74,90
4d3827b3fe80a1cd951b829f,Ramen /  Noodle House,35.67190373,139.7677912,89,134
4b74dac6f964a52060f52de3,Ramen /  Noodle House,35.69617281,139.7708881,103,136
4c26caa65c5ca59308e546fe,Korean Restaurant,35.69794809,139.8138061,104,155
4bfa67265ec320a19c888bd3,Chinese Restaurant,35.68912575,139.6968618,99,102
4ba24245f964a520b2e737e3,Ramen /  Noodle House,35.6066065,139.6853272,53,97
4dfebb9588779f08f996a895,Ramen /  Noodle House,35.71220623,139.7775513,112,139
4bb16e7af964a52009933ce3,Ramen /  Noodle House,35.68249856,139.7858977,95,142
4c7b25c7566db60ce2544a0e,Ramen /  Noodle House,35.5881554,139.7273455,43,116
4d79911a18db6ea896ef5453,Asian Restaurant,35.69995966,139.7630936,105,132
4ce9c12c75c62c0f8abbe757,Italian Restaurant,35.68681349,139.773637,97,137
4bc14fc6abf495215bfcc093,Chinese Restaurant,35.72187022,139.7058365,117,106
4b71529df964a52019412de3,Ramen /  Noodle House,35.70140705,139.75384,106,128
4b9a0126f964a520b09a35e3,Ramen /  Noodle House,35.62934947,139.7421134,66,123
4f2a6ff6e4b09f128674ca6a,Italian Restaurant,35.65354994,139.7051358,79,106
4b56fd40f964a520fa2128e3,Italian Restaurant,35.6682674,139.6903856,87,99
4bbc90a63de8c9b614179bad,Ramen /  Noodle House,35.71188103,139.7085911,111,107
4d23e44fe704b60c05ac5ca9,Chinese Restaurant,35.6887772,139.6944934,99,101
4b95d003f964a52032b434e3,Japanese Restaurant,35.72925589,139.7186811,121,112
4b7df9f5f964a5201add2fe3,Japanese Restaurant,35.688439,139.763147,98,132
4f30a5b6e4b0a160e6e3a677,Steakhouse,35.691374,139.76911,100,135
4bdd0a1e8f53d13a59a9eb8f,French Restaurant,35.69291185,139.6987313,101,103
4f29fb82e4b05b4a404bbc32,Italian Restaurant,35.6844049,139.685362,96,97
4b74e354f964a520eaf62de3,Japanese Restaurant,35.68433297,139.7421885,96,123
4cc183bbf4448cfab2275798,Chinese Restaurant,35.69578072,139.7744715,102,137
4eef2ebf8b81bbbf5f1bd5b7,Japanese Restaurant,35.70763511,139.7755442,109,138
4db94096f7b1b4c54f4ca914,Chinese Restaurant,35.625064,139.7301366,63,117
4bdf9b666198c9b63ef217ff,Ramen /  Noodle House,35.73099376,139.7086716,122,107
4ccced7354f0b1f767cd19ca,Chinese Restaurant,35.70378119,139.5590821,107,40
4c5f717813791b8d2e9a4daf,Chinese Restaurant,35.64702652,139.7465444,75,125
4c1af2bbb306c928378761b7,Korean Restaurant,35.6581658,139.6994206,82,103
4e167b47483b3ee57cde7cb1,Indian Restaurant,35.58534662,139.7255561,41,115
4b5b15eaf964a520e6e228e3,Ramen /  Noodle House,35.646602,139.708243,75,107
4d39872ebeb7b1f70d1de071,Ramen /  Noodle House,35.56287712,139.7122201,29,109
4b8f8592f964a520e35633e3,Japanese Restaurant,35.67380018,139.7707865,90,136
4d3196108250f04d52f0eae0,Asian Restaurant,35.74157488,139.7649524,128,133
4b8b3caef964a520e69832e3,Japanese Restaurant,35.67553091,139.7682434,91,134
4e0d3cbed22d8582bdb3d612,Chinese Restaurant,35.62718948,139.7198725,64,112
4bc03e8374a9a593b3d6cff6,Chinese Restaurant,35.73069329,139.747467,122,125
4bf4d50fe5eba593bb242090,Ramen /  Noodle House,35.72824864,139.7717999,120,136
4b62baa0f964a52084502ae3,Ramen /  Noodle House,35.6498488,139.7120755,77,109
4e2041a5a80968cf3e32add5,Ramen /  Noodle House,35.71088575,139.7531506,111,128
4b59614cf964a520968628e3,Ramen /  Noodle House,35.69103843,139.7692144,100,135
4bfe3739f61dc9b6c41ea0de,Italian Restaurant,35.70150071,139.7711965,106,136
4b6b9d30f964a5209a122ce3,Chinese Restaurant,35.7096844,139.7316258,110,118
4c3efd660596c928d1fc8478,Ramen /  Noodle House,35.67112932,139.9010834,89,195
4d92a74c9213b1f7d474b746,Chinese Restaurant,35.66920978,139.767936,88,134
4bb40cb387aa9521c4deacd1,Japanese Restaurant,35.62736527,139.7414547,65,122
4bce6e1dc564ef3bed5feef0,Chinese Restaurant,35.67126026,139.6173531,89,66
4b5d0d6bf964a520845029e3,Ramen /  Noodle House,35.62569997,139.717346,64,111
4f7bbd8ae4b066eb2305db85,Sushi Restaurant,35.53182222,139.6973721,12,102
4dd901fcd22d38ef430e58d5,Ramen /  Noodle House,35.5541363,139.6462487,24,79
4b986888f964a520bb4035e3,Japanese Restaurant,35.6780823,139.7821212,93,141
4e6987f518381ea1bd82e0db,Ramen /  Noodle House,35.66555989,139.7505462,86,126
4b6fed97f964a52057002de3,Japanese Restaurant,35.64364585,139.7492427,74,126
4bbeed1c82a2ef3bd2062cd2,Restaurant,35.64306823,139.7498167,73,126
4c0476790d0e0f476b0e049a,Ramen /  Noodle House,35.68739385,139.7806191,98,140
4dddd5441850efcef822c784,Japanese Restaurant,35.67110724,139.7207161,89,113
4e1e63981f6ee9706473bc7d,Ramen /  Noodle House,35.82688665,139.6533073,175,82
4f7a6ed8e4b07aaa5c81669f,Japanese Restaurant,35.65917217,139.6978358,82,102
4d00bfd821ea6ea80472439f,Sushi Restaurant,35.66501764,139.743256,85,123
4b68c48bf964a520d78b2be3,Ramen /  Noodle House,35.68022262,139.7683304,94,134
4dd35107b3ad6786c6f4ab39,Japanese Restaurant,35.65863,139.69675,82,102
4b63afedf964a520248c2ae3,Japanese Restaurant,35.67980294,139.7804471,94,140
4b62b9e2f964a5206d502ae3,Dumpling Restaurant,35.701071,139.752745,105,127
4b66b45af964a52015282be3,Restaurant,35.64985883,139.7565805,77,129
4b66dfc8f964a520482e2be3,Ramen /  Noodle House,35.72811854,139.6824114,120,95
4b67ad9cf964a520915a2be3,Japanese Restaurant,35.6913481,139.6951733,100,101
4e4e6c8c62e14b77e38cdf57,Japanese Restaurant,35.67437116,139.7663686,91,134
4b6cdfa0f964a520c45a2ce3,Indian Restaurant,35.66882741,139.6510128,88,81
4cfdd3f0f7b560fc1c2941b7,Japanese Restaurant,35.66433088,139.7313414,85,118
4bb485229af3b713b34c8c28,Japanese Restaurant,35.697287,139.757231,103,129
4b654f88f964a520c0ec2ae3,Sushi Restaurant,35.70878563,139.7701225,110,135
4f631fbce4b09987d00aac6f,Restaurant,35.70362373,139.5626499,107,41
4ba75cb6f964a520348e39e3,Thai Restaurant,35.67551621,139.7630017,91,132
4b1bc0baf964a5201afd23e3,Japanese Restaurant,35.66492359,139.7278011,85,116
4c7dc8f8d598a0932e1fc462,Ramen /  Noodle House,35.6634897,139.7451872,85,124
4e3235156284e2699944fe05,Chinese Restaurant,35.64727,139.743898,76,123
4b6952dbf964a520cf9e2be3,Ramen /  Noodle House,35.627075,139.7257335,64,115
4ba85cb1f964a52014d839e3,Restaurant,35.69858195,139.7078991,104,107
4b970d7bf964a52089f534e3,Ramen /  Noodle House,35.670317,139.765829,88,133
4c7f11e6d860b60c1b0b609d,Asian Restaurant,35.660683,139.6981777,83,103
4bae0b9ef964a520317e3be3,Japanese Restaurant,35.72957731,139.6831089,121,96
4c2f0ceb7cc0c9b6ac12eb9a,Chinese Restaurant,35.618935,139.743197,60,123
4bd113bfcaff95212c3cd0f0,Indian Restaurant,35.67304699,139.7950441,90,147
4b791b66f964a520caeb2ee3,Italian Restaurant,35.67662427,139.7800427,92,140
4dc36ba845dd2645523e1e76,Japanese Restaurant,35.68654858,139.7834408,97,141
4baec495f964a52060d63be3,Ramen /  Noodle House,35.7075557,139.7313952,109,118
