venueId,venueCategory,latitude,longitude
4f0fd5a8e4b03856eeb6c8cb,Cosmetics Shop,35.70510109,139.61959
4b7b884ff964a5207d662fe3,Ramen /  Noodle House,35.71558112,139.8003173
4c16fdda96040f477cc473a5,Convenience Store,35.71454217,139.480065
4c178638c2dfc928651ea869,Food & Drink Shop,35.72559199,139.7766326
4f568309e4b071452e447afe,Housing Development,35.65608309,139.7340455
4b83b207f964a5202c0d31e3,Furniture / Home Store,35.70507418,139.6195023
4ea281c302d529c116a57755,Convenience Store,35.70627722,139.6177822
4b3eae5cf964a520b4a025e3,Train Station,35.70025263,139.4802547
4cca7bd67965b60c80f0858a,Other Great Outdoors,35.75575922,139.7335732
4b5c7671f964a520083129e3,Ramen /  Noodle House,35.69312098,139.6994475
4b5ed39cf964a520079a29e3,Airport,35.54896343,139.7846114
4e014c11c65b896d116d480c,Bus Station,35.57502803,139.7587865
4e538e91483b944199dede7a,Convenience Store,35.75075116,139.582059
4ba88a28f964a52028df39e3,Ramen /  Noodle House,35.70918971,139.7738218
4d69a46cde28224b27ff45be,Bridge,35.60992943,139.8256588
4b53b05ef964a520e8a727e3,Train Station,35.7495381,139.5865399
4b5a91e5f964a520cbcb28e3,Convenience Store,35.61388937,139.7248024
4b6e3e46f964a520e2b32ce3,Train Station,35.72902543,139.7110963
4b3b5742f964a520ad7225e3,Train Station,35.55319973,139.6468145
4b243a7df964a520356424e3,Train Station,35.72986464,139.7109556
4b4162b1f964a52016c625e3,Train Station,35.64592362,139.8269248
4b678b3bf964a52090542be3,Train Station,35.73022733,139.7111607
4d1bcae9f8ca236a2ff7f030,Other Great Outdoors,35.66993326,139.825227
4e64a4e1a80951b3196ef97f,Bus Station,35.68389724,139.5684189
4d4f756eedc68eec0391b1a4,Bridge,35.68540483,139.8266646
4c39423c1e06d13a1e6a793e,Road,35.67256545,139.4846642
4b0587a6f964a5203e9e22e3,Train Station,35.68137872,139.7660816
4b4f2be8f964a52025fc26e3,Train Station,35.73792608,139.7610283
4c21de7c9a67a593f285db87,Convenience Store,35.57877735,139.7340694
4b56cff7f964a520df1b28e3,Train Station,35.74660804,139.7469091
4b4d45eff964a520d7cf26e3,Train Station,35.56068371,139.7237302
4b5dec1df964a520ed7329e3,Train Station,35.60910079,139.5163035
4b5da9e0f964a520bb6529e3,Subway,35.74880451,139.7195989
4b80998df964a520128030e3,Park,35.7457634,139.7443771
4b8c5418f964a520e3ca32e3,Subway,35.68220662,139.798767
4bd42ea4b221c9b63a1fdbd0,Convenience Store,35.64405782,139.8247576
4b5a86faf964a520d3c928e3,Post Office,35.67722452,139.6824708
4ea03c1c7beb6623c1449ee0,Convenience Store,35.67685564,139.6824074
4b564827f964a5201f0928e3,Train Station,35.77209986,139.5198977
4b6fadbdf964a520d1f92ce3,Light Rail,35.65551788,139.7567314
4b5bd0a2f964a520c31729e3,Shrine,35.676202,139.6993697
4b572f46f964a520fc2928e3,Train Station,35.64461364,139.5024687
4d223febe56f6ea824ad831d,Park,35.61667167,139.6390575
4b5704a1f964a520092328e3,Train Station,35.76612579,139.8092237
4b0587a6f964a5203d9e22e3,Train Station,35.69080269,139.7002792
4b286109f964a520ee9224e3,Train Station,35.6400427,139.5987386
4b6516cdf964a5209ee32ae3,Light Rail,35.75110975,139.7474563
4b5873bcf964a5206e5828e3,Train Station,35.76291574,139.7276831
4d319572d7db6a31d0da115e,Bus Station,35.68288854,139.5673218
4b64f0e3f964a5203cdb2ae3,Fast Food Restaurant,35.57741391,139.6604615
4b5d2ad2f964a520535529e3,Convenience Store,35.55243051,139.6474917
4b568200f964a520571328e3,University,35.55271848,139.647304
4b5bac4af964a520200f29e3,Subway,35.55002896,139.633677
4b1fb0dff964a520192824e3,Train Station,35.60753808,139.6688391
4d7c3f10645ea35d87ec42f8,Shrine,35.75349396,139.8702287
4e65fe028877954de9acd8bf,Government Building,35.62057677,139.5699236
4b5a4723f964a5209eb928e3,Train Station,35.6281212,139.737982
4b5ad5bef964a520b0d628e3,Train Station,35.75086595,139.8669004
4b07d113f964a520360023e3,Train Station,35.61149947,139.6266174
4b5583def964a52032e627e3,Train Station,35.73651528,139.7468233
4f534895e4b006151584808a,Restaurant,35.62721384,139.7143219
4b74709af964a520c1dc2de3,Train Station,35.71295471,139.7037041
4b7481e1f964a520bde02de3,Subway,35.73027306,139.7113779
4dc24f03b0fb490416ac11b7,Food & Drink Shop,35.75502786,139.8769855
4b093eeff964a520e51423e3,Train Station,35.65852173,139.701326
4c995e24b8e9224be1fb443d,Road,35.70163793,139.6883136
4b65494af964a520f4eb2ae3,Bridge,35.65818534,139.7029018
4b5ed34ef964a520ff9929e3,Airport,35.55137977,139.7884083
4bf47064706e20a1ef5ca998,Café,35.563375,139.7150229
4b5ef108f964a520d89e29e3,Gym / Fitness Center,35.64762809,139.8190391
4d998a1961a3a1cd7f37e642,Road,35.70205956,139.6951683
4b2692f9f964a520be7d24e3,Subway,35.68859747,139.7106913
4bdd23fbf219c9b659161210,Government Building,35.75691066,139.875623
4b80e732f964a520399130e3,Train Station,35.75649928,139.8753119
4b55a34ef964a520fde927e3,Train Station,35.75626039,139.6945866
4b526ed4f964a5201b7d27e3,Park,35.69069424,139.7114933
4f7b7210e4b0de4ca14a9af8,Candy Store,35.61526745,139.7200334
4b7535c3f964a52020012ee3,Train Station,35.55863317,139.5515156
4ddb7a4ffa7637ab73db3f99,Food & Drink Shop,35.57869227,139.5736492
4dce184bd4c065592f76ecff,Mall,35.57874899,139.5736599
4b63a9e5f964a520a48a2ae3,Road,35.65857769,139.7107852
4b4fb4aff964a520c01127e3,Train Station,35.6205179,139.7508198
4ec6087993ad41338b1df91d,Road,35.70929152,139.7033072
4b553487f964a5208fde27e3,Food & Drink Shop,35.69127806,139.7112519
4b957efef964a520cba534e3,Train Station,35.57209628,139.7028834
4b5599caf964a5209be827e3,Subway,35.66959007,139.8175974
4bd6b3024e32d13a50f6c280,Subway,35.66458473,139.8593742
4e81a9b3775b16f4798c4943,Home (private),35.70623866,139.6452092
4bb497cd15809c74877f1fdd,Mall,35.71572485,139.8594654
4b7d7de1f964a5200bc22fe3,Other Nightlife,35.70618888,139.6469652
4b98e261f964a520365435e3,Food & Drink Shop,35.70605506,139.6482173
4b6a8c00f964a5204fd82be3,Train Station,35.65948428,139.7002065
4b544ec2f964a52014b727e3,Train Station,35.84768054,139.6691492
4b5638fbf964a520110628e3,Train Station,35.82842623,139.8034662
4c442e78dcd61b8d32ed7a56,Train Station,35.85915698,139.6569425
4b2837d8f964a5200e9124e3,Train Station,35.56238729,139.7159528
4b9b8cd2f964a520c30e36e3,Subway,35.67567472,139.7634637
4bb5a5062f70c9b6746c8430,Train Station,35.67459836,139.7777009
4b6fe136f964a520b4fe2ce3,Coffee Shop,35.68968344,139.7007859
4b66c862f964a520aa2a2be3,Subway,35.60542847,139.7136497
4b3dcda5f964a520e29625e3,Train Station,35.74588638,139.8562927
4b68b2c8f964a520d0872be3,Train Station,35.57490949,139.6632457
4cec9db113aea143694c629f,Train Station,35.6071318,139.7347739
4b56deb5f964a5208e1d28e3,Convenience Store,35.62137029,139.749319
4c4a4029bad7a593b07716aa,Road,35.65972102,139.7234745
4b24a8eef964a520466924e3,Train Station,35.60375363,139.5075917
4b24aa1ff964a520506924e3,Train Station,35.70462192,139.619987
4b6f3ddff964a5208ce62ce3,Office,35.62312387,139.7491693
4b557834f964a52022e527e3,Train Station,35.71678759,139.8582637
4d79f43bceaa224b9dc20171,Bridge,35.71314636,139.8484898
4b5e11e3f964a520ec7b29e3,Shrine,35.66750364,139.4789672
4b0c8748f964a520d03e23e3,Train Station,35.53694083,139.6348679
4be4b915bcef2d7fa60203e5,Train Station,35.84756205,139.6693772
4b0587a6f964a520529e22e3,Mall,35.66051289,139.7292119
4d5255a107b1a0905233123c,Convenience Store,35.67320333,139.7604684
4b5e34f8f964a520bb8329e3,Subway,35.69604865,139.7512382
4b971b9ff964a5205ff834e3,Subway,35.68468154,139.7660494
4b5ccea3f964a520044529e3,Train Station,35.64573181,139.747569
4b8a32d8f964a520ce6332e3,Road,35.73627386,139.6384272
4b63e7fdf964a5208a962ae3,Train Station,35.74399572,139.8115718
4dc5e8f5e4cd169dc659fe4d,Subway,35.79187911,139.6458757
4b72c558f964a520d2872de3,Japanese Restaurant,35.65250591,139.5446062
4b5829f4f964a520a44c28e3,Coffee Shop,35.69101665,139.7039187
4c96f8a2533aa093e95ad645,Office,35.67304699,139.7599232
4b79e27df964a5204c182fe3,Train Station,35.73679396,139.6377647
4b56d1eff964a520171c28e3,Train Station,35.740912,139.716762
4b567b47f964a520651228e3,Subway,35.72578541,139.7298717
4b63fae9f964a520b4992ae3,Other Great Outdoors,35.66214296,139.7328007
4b5e4928f964a520c68729e3,Fast Food Restaurant,35.64671982,139.7456941
4c1c66bde9c4ef3b50d045aa,Home (private),35.53804502,139.7064548
4b8df548f964a520831433e3,Bridge,35.53654796,139.7041386
4c0f80b67189c928f11bdab6,Train Station,35.65455023,139.7567421
4cd9d48e3b85a35d1f9f2e9d,Train Station,35.56077516,139.6709672
4cde2fce41ed224b1e97d73c,Fried Chicken Joint,35.78917058,139.6615685
4b802cabf964a520495930e3,Park,35.664391,139.733684
4b5a3b6cf964a52026b628e3,Fast Food Restaurant,35.57454189,139.6583265
4b5ef219f964a520569f29e3,Train Station,35.72777124,139.7709632
4c34ee3d09a99c749b4a0c2a,Park,35.70581548,139.6500546
4df7423e483b96f73159a256,Japanese Restaurant,35.598386,139.666957
4b6545c5f964a52064eb2ae3,Other Great Outdoors,35.70585469,139.649899
4b669d8af964a52097252be3,Subway,35.64693934,139.7473598
4b54fad0f964a52057d627e3,Subway,35.66360738,139.8727047
4b0587bbf964a5209aa122e3,Train Station,35.70537552,139.6498615
4bd78c695cf276b08f9e9b00,Road,35.65468971,139.7543764
4b4327e6f964a5209fdc25e3,Train Station,35.65561814,139.7567421
4b6f881bf964a5209cf42ce3,Park,35.686558,139.671617
4b19f917f964a520abe623e3,Train Station,35.6985962,139.7730182
4ee8aab693ad8b68e9b0c649,Food & Drink Shop,35.66443546,139.7351611
4b426f4af964a520ecd325e3,Train Station,35.56103556,139.6710375
4b467c9af964a5206c2226e3,Subway,35.68211947,139.8003387
4b7f94edf964a520573530e3,Train Station,35.56866646,139.553412
4dc0c29d7d8bf48713b3c65a,Café,35.5893939,139.7285078
4b600990f964a520e3d329e3,Train Station,35.66669205,139.7581327
4b19f837f964a520a2e623e3,Train Station,35.71362077,139.7765178
4b5da942f964a520a26529e3,Convenience Store,35.57668092,139.6596354
4ba5977af964a520d61439e3,Other Great Outdoors,35.66529713,139.7367247
4b5409faf964a520e6b027e3,Train Station,35.60978987,139.7496986
